coefficient_error,curve,factor_seconds,field_error,gmres_seconds,interpolation_error,kd,plain_iterations,preconditioned_iterations,projection_error,rank,reconstruct_seconds,samples,spacing,stride,tolerance
0.002836072147213209,kite,0.0005690900143235922,0.01965750940187325,0.0005459610838443041,0.0028370670266341077,4.3125,11,4,7.512745712508678e-05,8,0.0003878669813275337,21,1.0,8,0.001
4.321025837160321e-05,kite,0.0005788439884781837,0.002532407479930562,0.0005026540020480752,0.00023146890011420415,7.0625,14,4,0.00022739992389623543,8,0.00033201498445123434,21,1.0,8,0.001
0.00025368162454497337,kite,0.0005702850176021457,0.001100858343339038,0.0004925290122628212,0.0002629977296575254,9.8125,17,4,6.937895561809977e-05,8,0.0003624309320002794,21,1.0,8,0.001
0.0006649690182288488,kite,0.0005555509123951197,0.0019508421364025832,0.00047259603161364794,0.0006927089713203036,12.5625,20,4,0.00019406684517961242,8,0.00033149891532957554,21,1.0,8,0.001
0.000684408257381853,kite,0.0005567739717662334,0.004177061204277349,0.0004885439993813634,0.0007266276375011105,15.4375,23,4,0.00024407598962454446,8,0.00033655192237347364,21,1.0,8,0.001
0.00030204891237355623,kite,0.0005643459735438228,0.006506526941370002,0.0004788850201293826,0.0003949875679993681,18.1875,25,4,0.00025452237488646836,8,0.0003304859856143594,21,1.0,8,0.001
3.930312585705947e-05,kite,0.0005574600072577596,0.006260216429516011,0.0004772529937326908,0.0002653230514837178,20.9375,28,4,0.0002623958575376421,8,0.000333713018335402,21,1.0,8,0.001
0.004607963765714364,kite,0.000561560969799757,0.007179481167159124,0.0005705900257453322,0.004609226246288975,23.8125,29,5,0.00010787386357280103,8,0.00032905302941799164,21,1.0,8,0.001
0.0028374387587723265,kite,0.0005618269788101315,0.020114717632355582,0.0005055899964645505,0.00283744027390446,4.3125,11,4,2.932279219816752e-06,11,0.0005899659590795636,21,1.0,8,1e-06
4.321815952930632e-05,kite,0.0005527989706024528,0.00012334601280364536,0.0004054120508953929,4.321877446617304e-05,7.0625,14,3,2.305497393507719e-07,11,0.0005861649988219142,21,1.0,8,1e-06
0.0002536891230025884,kite,0.0005649069789797068,0.0005299114139928032,0.0004240210400894284,0.0002536899632833687,9.8125,17,3,6.529476073159872e-07,11,0.0005940690170973539,21,1.0,8,1e-06
0.000664974724016861,kite,0.0005702649941667914,0.0011053408734013016,0.00042113091330975294,0.0006649751145110967,12.5625,20,3,7.206518263482174e-07,11,0.0005880710668861866,21,1.0,8,1e-06
0.0006844124837507401,kite,0.0005554370582103729,0.0010319688908704877,0.00040663592517375946,0.0006844128746044392,15.4375,23,3,7.314431046830158e-07,11,0.0005831680027768016,21,1.0,8,1e-06
